时间,力传感器_4_force,力传感器_5_force,掌心_x,掌心_y,掌心
0.0,78,30,4.0994945848375455,5.551191335740072,61.830357142857146
0.1,78,30,4.0994945848375455,5.551191335740072,61.830357142857146
0.2,78,30,4.098512205691175,5.5565506283403145,61.8125
0.3,78,30,4.098512205691175,5.5565506283403145,61.8125
0.4,78,30,4.098512205691175,5.5565506283403145,61.8125
0.5,78,30,4.095107519122529,5.5543368451436,61.86607142857143
0.6000000000000001,78,30,4.095107519122529,5.5543368451436,61.86607142857143
0.7000000000000001,78,30,4.095107519122529,5.5543368451436,61.86607142857143
0.8,78,30,4.095904239976925,5.54744736083069,61.910714285714285
0.9,78,30,4.095904239976925,5.54744736083069,61.910714285714285
1.0,78,30,4.097099985572068,5.54523156831626,61.88392857142857
1.1,78,30,4.097099985572068,5.54523156831626,61.88392857142857
1.2000000000000002,78,30,4.097099985572068,5.54523156831626,61.88392857142857
1.3,78,30,4.1026011560693645,5.55664739884393,61.785714285714285
1.4,78,30,4.1026011560693645,5.55664739884393,61.785714285714285
1.5,78,30,4.08716323296355,5.545310473995102,61.973214285714285
1.6,78,30,4.08716323296355,5.545310473995102,61.973214285714285
1.7000000000000002,78,30,4.08716323296355,5.545310473995102,61.973214285714285
1.8,78,30,4.089560835133189,5.540100791936645,62.00892857142857
1.9,78,31,4.089560835133189,5.540100791936645,62.00892857142857
2.0,78,30,4.06786941580756,5.509163802978236,62.35714285714285
2.1,78,30,4.06786941580756,5.509163802978236,62.35714285714285
2.2,78,30,4.101386481802426,5.547660311958405,61.82142857142857
2.3000000000000003,78,31,4.101386481802426,5.547660311958405,61.82142857142857
2.4000000000000004,78,31,4.101386481802426,5.547660311958405,61.82142857142857
2.5,78,31,4.104958797166401,5.550961399450629,61.75892857142857
2.6,78,31,4.104958797166401,5.550961399450629,61.75892857142857
2.7,78,31,4.129947613504075,5.563736903376019,61.35714285714285
2.8000000000000003,78,31,4.129947613504075,5.563736903376019,61.35714285714285
2.9000000000000004,78,31,4.129947613504075,5.563736903376019,61.35714285714285
3.0,78,31,4.274621496027582,5.59916054564533,59.5625
3.1,78,31,4.274621496027582,5.59916054564533,59.5625
3.2,78,32,4.274621496027582,5.59916054564533,59.5625
3.3000000000000003,78,32,4.318693009118541,5.599088145896657,58.75
3.4000000000000004,77,32,4.318693009118541,5.599088145896657,58.75
3.5,78,32,4.33185502370393,5.596574399755315,58.38392857142857
3.6,78,32,4.33185502370393,5.596574399755315,58.38392857142857
