时间,力传感器_4_force,力传感器_5_force,掌心_x,掌心_y,掌心
0.0,69,69,2.6054277536308703,5.727340188699247,84.22321428571429
0.1,69,69,2.6054443385234616,5.732125834127741,84.29464285714286
0.2,69,69,2.6054443385234616,5.732125834127741,84.29464285714286
0.3,69,69,2.6054443385234616,5.732125834127741,84.29464285714286
0.4,69,69,2.604939580241679,5.72620309518762,84.23214285714286
0.5,69,69,2.604939580241679,5.72620309518762,84.23214285714286
0.6000000000000001,69,69,2.604939580241679,5.72620309518762,84.23214285714286
0.7000000000000001,69,69,2.604909533382711,5.723627129404296,84.38392857142857
0.8,69,69,2.604909533382711,5.723627129404296,84.38392857142857
0.9,69,69,2.604909533382711,5.723627129404296,84.38392857142857
1.0,69,69,2.601058201058201,5.7253968253968255,84.375
1.1,68,69,2.601058201058201,5.7253968253968255,84.375
1.2000000000000002,69,69,2.607592259701808,5.730146981072221,84.4375
1.3,68,69,2.607592259701808,5.730146981072221,84.4375
1.4,69,69,2.607592259701808,5.730146981072221,84.4375
1.5,68,69,2.6067189487070794,5.743535396354387,84.25
1.6,69,69,2.6067189487070794,5.743535396354387,84.25
1.7000000000000002,68,70,2.6027007068256145,5.736364595421458,84.63392857142857
1.8,68,70,2.6027007068256145,5.736364595421458,84.63392857142857
1.9,68,70,2.5985239852398525,5.736215076436479,84.6875
2.0,68,70,2.5985239852398525,5.736215076436479,84.6875
2.1,69,70,2.603542808941375,5.737030788696752,84.67857142857143
2.2,68,70,2.603542808941375,5.737030788696752,84.67857142857143
2.3000000000000003,68,70,2.603542808941375,5.737030788696752,84.67857142857143
2.4000000000000004,68,70,2.6026210103572183,5.733037412809131,84.48214285714286
2.5,68,70,2.6026210103572183,5.733037412809131,84.48214285714286
2.6,68,70,2.609691722972973,5.735747466216216,84.57142857142857
2.7,68,70,2.609691722972973,5.735747466216216,84.57142857142857
2.8000000000000003,68,70,2.609691722972973,5.735747466216216,84.57142857142857
2.9000000000000004,68,71,2.628780643107291,5.774806324949592,84.13392857142857
3.0,69,71,2.628780643107291,5.774806324949592,84.13392857142857
3.1,68,71,2.629114461669144,5.779146315565938,84.08928571428571
3.2,69,71,2.629114461669144,5.779146315565938,84.08928571428571
3.3000000000000003,69,71,2.629114461669144,5.779146315565938,84.08928571428571
3.4000000000000004,68,71,2.623779193205945,5.781740976645435,84.10714285714286
3.5,68,72,2.623779193205945,5.781740976645435,84.10714285714286
3.6,68,72,2.638222698072805,5.798608137044968,83.39285714285714
3.7,68,72,2.638222698072805,5.798608137044968,83.39285714285714
3.8,68,72,2.638222698072805,5.798608137044968,83.39285714285714
3.9,68,72,2.6569711280455084,5.809702694000214,83.1875
4.0,68,73,2.6569711280455084,5.809702694000214,83.1875
4.1000000000000005,69,72,2.6481619605753863,5.808843899840171,83.79464285714286
4.2,69,72,2.6481619605753863,5.808843899840171,83.79464285714286
4.3,69,73,2.6481619605753863,5.808843899840171,83.79464285714286
4.4,69,73,2.6676685272649205,5.814942035208244,83.17857142857143
4.5,68,73,2.6676685272649205,5.814942035208244,83.17857142857143
4.6000000000000005,69,73,2.6676685272649205,5.814942035208244,83.17857142857143
4.7,69,73,2.680905870988516,5.820757754642052,83.1875
4.800000000000001,68,73,2.680905870988516,5.820757754642052,83.1875
4.9,69,73,2.680905870988516,5.820757754642052,83.1875
5.0,69,73,2.691644204851752,5.836657681940701,82.8125
5.1000000000000005,69,73,2.691644204851752,5.836657681940701,82.8125
5.2,68,73,2.691644204851752,5.836657681940701,82.8125
5.300000000000001,68,73,2.686470778172425,5.839952642342052,82.95535714285714
5.4,68,73,2.686470778172425,5.839952642342052,82.95535714285714
5.5,68,73,2.686557518311073,5.84457130547178,82.89285714285714
5.6000000000000005,69,73,2.686557518311073,5.84457130547178,82.89285714285714
5.7,68,74,2.686557518311073,5.84457130547178,82.89285714285714
5.800000000000001,68,74,2.696901226597805,5.851086722616742,82.98214285714286
5.9,69,73,2.696901226597805,5.851086722616742,82.98214285714286
6.0,69,73,2.696901226597805,5.851086722616742,82.98214285714286
6.1000000000000005,69,73,2.7123716909778497,5.878768233387358,82.63392857142857
6.2,68,73,2.7123716909778497,5.878768233387358,82.63392857142857
6.300000000000001,69,73,2.7123716909778497,5.878768233387358,82.63392857142857
6.4,69,74,2.70128191317462,5.8627598836583,82.88392857142857
6.5,69,74,2.70128191317462,5.8627598836583,82.88392857142857
6.6000000000000005,69,74,2.6967672413793102,5.860021551724138,82.85714285714286
6.7,69,74,2.6967672413793102,5.860021551724138,82.85714285714286
6.800000000000001,69,73,2.6967672413793102,5.860021551724138,82.85714285714286
6.9,69,74,2.7058632977000325,5.880142533203758,82.6875
7.0,68,73,2.7058632977000325,5.880142533203758,82.6875
7.1000000000000005,69,74,2.7058632977000325,5.880142533203758,82.6875
7.2,68,74,2.6947583683134217,5.859433860725433,82.95535714285714
7.300000000000001,69,73,2.6947583683134217,5.859433860725433,82.95535714285714
7.4,69,73,2.691331469133147,5.859217035921704,83.01785714285714
7.5,68,73,2.691331469133147,5.859217035921704,83.01785714285714
7.6,68,73,2.691331469133147,5.859217035921704,83.01785714285714
7.7,68,73,2.696676347208777,5.866408518877057,83.00892857142857
7.800000000000001,68,73,2.696676347208777,5.866408518877057,83.00892857142857
7.9,68,73,2.696676347208777,5.866408518877057,83.00892857142857
8.0,68,73,2.69458762886598,5.859965635738831,83.14285714285714
8.1,68,73,2.69458762886598,5.859965635738831,83.14285714285714
8.200000000000001,68,73,2.7008271565152,5.871522182833817,83.11607142857143
8.3,68,73,2.7008271565152,5.871522182833817,83.11607142857143
8.4,68,73,2.7008271565152,5.871522182833817,83.11607142857143
8.5,68,72,2.6875401412973665,5.852172982230786,83.41071428571429
8.6,68,72,2.6875401412973665,5.852172982230786,83.41071428571429
8.700000000000001,68,72,2.6766365087812667,5.831506120276743,83.88392857142857
8.8,68,71,2.6766365087812667,5.831506120276743,83.88392857142857
8.9,67,71,2.6766365087812667,5.831506120276743,83.88392857142857
9.0,68,71,2.655296610169492,5.810169491525424,84.28571428571429
9.1,67,71,2.655296610169492,5.810169491525424,84.28571428571429
9.2,67,70,2.653343176545033,5.796667369753217,84.66071428571429
9.3,67,70,2.653343176545033,5.796667369753217,84.66071428571429
9.4,67,70,2.653343176545033,5.796667369753217,84.66071428571429
9.5,67,69,2.6612068054528164,5.813167071753144,84.49107142857143
9.6,67,69,2.6612068054528164,5.813167071753144,84.49107142857143
9.7,67,68,2.6612068054528164,5.813167071753144,84.49107142857143
9.8,67,68,2.6351280710925247,5.768531102979614,85.40178571428571
9.9,67,68,2.6351280710925247,5.768531102979614,85.40178571428571
10.0,67,68,2.621998532033134,5.759567998322324,85.15178571428571
10.1,67,67,2.621998532033134,5.759567998322324,85.15178571428571
10.2,67,67,2.621998532033134,5.759567998322324,85.15178571428571
10.3,67,67,2.5754166666666665,5.734270833333333,85.71428571428571
10.4,66,67,2.5754166666666665,5.734270833333333,85.71428571428571
10.5,66,67,2.5754166666666665,5.734270833333333,85.71428571428571
10.6,66,67,2.4414346895074948,5.700642398286938,83.39285714285714
10.7,65,67,2.4414346895074948,5.700642398286938,83.39285714285714
10.8,65,67,2.4414346895074948,5.700642398286938,83.39285714285714
10.9,65,67,2.4226382612438133,5.695179685818808,82.98214285714286
11.0,65,67,2.4226382612438133,5.695179685818808,82.98214285714286
11.1,65,67,2.409189895470383,5.722669860627177,82.0
11.2,65,67,2.409189895470383,5.722669860627177,82.0
11.3,65,67,2.409189895470383,5.722669860627177,82.0
11.4,65,67,2.301880530973451,5.629646017699115,80.71428571428571
11.5,65,67,2.301880530973451,5.629646017699115,80.71428571428571
11.6,65,67,2.301880530973451,5.629646017699115,80.71428571428571
11.7,65,67,2.244847392724406,5.581033900213988,79.27678571428571
11.8,65,67,2.244847392724406,5.581033900213988,79.27678571428571
11.9,65,67,2.244847392724406,5.581033900213988,79.27678571428571
12.0,65,67,2.1295023696682462,5.590758293838863,75.35714285714286
12.1,65,67,2.1295023696682462,5.590758293838863,75.35714285714286
12.2,65,67,1.9041165942214269,5.530554845308106,69.83928571428571
12.3,65,67,1.9041165942214269,5.530554845308106,69.83928571428571
12.4,65,67,1.9041165942214269,5.530554845308106,69.83928571428571
12.5,65,67,1.5007018528916338,5.364682762492982,63.60714285714285
12.6,65,67,1.5007018528916338,5.364682762492982,63.60714285714285
12.7,65,67,1.5007018528916338,5.364682762492982,63.60714285714285
12.8,65,67,0.5589786874868116,4.709643384680312,42.3125
12.9,65,67,0.5589786874868116,4.709643384680312,42.3125
13.0,65,67,0.5589786874868116,4.709643384680312,42.3125
13.1,65,67,0.3842387502914432,4.314758685008161,38.29464285714285
13.2,65,67,0.3842387502914432,4.314758685008161,38.29464285714285
13.3,65,67,0.3583484809140483,4.408205660867307,34.38392857142857
13.4,65,67,0.3583484809140483,4.408205660867307,34.38392857142857
13.5,65,67,0.3583484809140483,4.408205660867307,34.38392857142857
13.6,65,67,0.3697886921758995,4.483723586521988,31.267857142857142
13.7,65,67,0.3697886921758995,4.483723586521988,31.267857142857142
13.8,65,67,0.4011424944462075,4.361789907965725,28.133928571428573
13.9,65,67,0.4011424944462075,4.361789907965725,28.133928571428573
14.0,65,67,0.4011424944462075,4.361789907965725,28.133928571428573
14.1,65,67,0.4362657091561939,4.690125673249551,24.866071428571427
14.2,65,67,0.4362657091561939,4.690125673249551,24.866071428571427
14.3,65,67,0.4362657091561939,4.690125673249551,24.866071428571427
14.4,65,67,0.4663833075734158,4.802936630602782,23.107142857142858
14.5,65,67,0.4663833075734158,4.802936630602782,23.107142857142858
14.6,65,67,0.5207695671184959,4.924355050284215,20.419642857142858
14.7,65,67,0.5207695671184959,4.924355050284215,20.419642857142858
14.8,65,67,0.5207695671184959,4.924355050284215,20.419642857142858
14.9,65,67,0.648631444939529,5.630808402291534,14.026785714285714
15.0,65,67,0.648631444939529,5.630808402291534,14.026785714285714
15.1,65,67,1.02504816955684,6.828516377649326,9.267857142857142
15.2,65,67,1.02504816955684,6.828516377649326,9.267857142857142
15.3,65,67,0.937244201909959,7.615279672578445,6.544642857142857
15.4,65,67,0.937244201909959,7.615279672578445,6.544642857142857
15.5,65,67,0.937244201909959,7.615279672578445,6.544642857142857
15.6,65,67,1.3460207612456747,6.982698961937716,2.580357142857143
15.7,65,67,1.3460207612456747,6.982698961937716,2.580357142857143
15.8,65,67,1.3460207612456747,6.982698961937716,2.580357142857143
15.9,65,67,4.219298245614035,8.43859649122807,1.0178571428571428
16.0,65,67,4.219298245614035,8.43859649122807,1.0178571428571428
16.1,65,67,4.219298245614035,8.43859649122807,1.0178571428571428
16.2,65,67,4.471428571428572,8.942857142857143,1.25
16.3,65,67,4.471428571428572,8.942857142857143,1.25
16.400000000000002,65,67,4.471428571428572,8.942857142857143,1.25
16.5,65,67,4.519736842105263,9.039473684210526,1.3571428571428572
16.6,65,67,4.519736842105263,9.039473684210526,1.3571428571428572
16.7,65,39,4.519736842105263,9.039473684210526,1.3571428571428572
16.8,98,39,4.50625,9.0125,1.4285714285714286
16.900000000000002,99,39,4.50625,9.0125,1.4285714285714286
17.0,98,39,4.506024096385542,9.012048192771084,1.4821428571428572
17.1,99,39,4.506024096385542,9.012048192771084,1.4821428571428572
17.2,99,39,4.506024096385542,9.012048192771084,1.4821428571428572
17.3,99,39,4.530120481927711,9.060240963855422,1.4821428571428572
17.400000000000002,99,39,4.530120481927711,9.060240963855422,1.4821428571428572
17.5,99,40,4.530120481927711,9.060240963855422,1.4821428571428572
17.6,99,39,4.514124293785311,9.02824858757062,1.5803571428571428
17.7,99,40,4.514124293785311,9.02824858757062,1.5803571428571428
17.8,100,39,4.514124293785311,9.02824858757062,1.5803571428571428
17.900000000000002,100,40,4.513966480446928,9.027932960893857,1.5982142857142858
18.0,99,40,4.513966480446928,9.027932960893857,1.5982142857142858
18.1,99,40,1.8161764705882355,8.35,6.071428571428571
18.2,99,40,1.8161764705882355,8.35,6.071428571428571
18.3,100,40,1.8161764705882355,8.35,6.071428571428571
18.4,100,40,1.6291079812206573,7.652582159624413,7.607142857142857
18.5,100,40,1.6291079812206573,7.652582159624413,7.607142857142857
18.6,100,40,1.6291079812206573,7.652582159624413,7.607142857142857
18.7,100,40,1.3287769784172665,6.905035971223022,12.410714285714286
18.8,100,40,1.3287769784172665,6.905035971223022,12.410714285714286
18.9,100,41,1.3287769784172665,6.905035971223022,12.410714285714286
19.0,100,41,0.7416020671834626,5.497674418604651,17.276785714285715
19.1,100,41,0.7416020671834626,5.497674418604651,17.276785714285715
19.200000000000003,101,41,0.7416020671834626,5.497674418604651,17.276785714285715
19.3,101,41,0.6553267681289168,5.009847806624888,19.946428571428573
19.4,101,41,0.6553267681289168,5.009847806624888,19.946428571428573
19.5,101,41,0.6553267681289168,5.009847806624888,19.946428571428573
19.6,101,41,0.5445956160241875,4.738473167044596,23.625
19.700000000000003,101,41,0.5445956160241875,4.738473167044596,23.625
19.8,101,41,0.5445956160241875,4.738473167044596,23.625
19.9,101,41,0.4356918787033809,4.666434297664692,25.616071428571427
20.0,101,41,0.4356918787033809,4.666434297664692,25.616071428571427
20.1,101,41,0.4356918787033809,4.666434297664692,25.616071428571427
20.200000000000003,102,41,0.4638086362224293,4.682820751786269,28.741071428571427
20.3,102,41,0.4638086362224293,4.682820751786269,28.741071428571427
20.4,102,41,0.4858333333333333,4.6175,32.142857142857146
20.5,102,41,0.4858333333333333,4.6175,32.142857142857146
20.6,102,41,0.4858333333333333,4.6175,32.142857142857146
20.700000000000003,102,42,0.4809160305343511,4.645169781521453,33.919642857142854
20.8,103,41,0.4809160305343511,4.645169781521453,33.919642857142854
20.9,103,42,0.4965920155793573,4.7302823758519965,36.67857142857143
21.0,103,42,0.4965920155793573,4.7302823758519965,36.67857142857143
21.1,103,42,0.4965920155793573,4.7302823758519965,36.67857142857143
21.200000000000003,103,42,0.5437624639929094,4.803013516507866,40.29464285714285
21.3,103,42,0.5437624639929094,4.803013516507866,40.29464285714285
21.4,104,42,0.5437624639929094,4.803013516507866,40.29464285714285
21.5,104,42,0.6676011213456148,4.9699639567480975,44.58928571428572
21.6,103,42,0.6676011213456148,4.9699639567480975,44.58928571428572
21.700000000000003,103,42,0.6676011213456148,4.9699639567480975,44.58928571428572
21.8,104,42,0.7123313699410982,4.966558996769903,46.99107142857143
21.9,103,43,0.7123313699410982,4.966558996769903,46.99107142857143
22.0,103,42,0.738236884802596,5.010636380025239,49.52678571428572
22.1,103,43,0.738236884802596,5.010636380025239,49.52678571428572
